no,package,item,title,rows,cols,remote_base_url,remote_file_name,function_name,local_file_name,rst_files
0,datasets,AirPassengers,Monthly Airline Passenger Numbers 1949-1960,144,2,http://dustintran.com/data/r/datasets/,AirPassengers.csv,air_passengers,air_passengers.csv,http://dustintran.com/data/r-doc/datasets/rst/AirPassengers.rst
1,datasets,BJsales,Sales Data with Leading Indicator,150,2,http://dustintran.com/data/r/datasets/,BJsales.csv,bj_sales,bj_sales.csv,http://dustintran.com/data/r-doc/datasets/rst/BJsales.rst
2,datasets,BOD,Biochemical Oxygen Demand,6,2,http://dustintran.com/data/r/datasets/,BOD.csv,bod,bod.csv,http://dustintran.com/data/r-doc/datasets/rst/BOD.rst
3,datasets,CO2,Carbon Dioxide Uptake in Grass Plants,237,2,http://dustintran.com/data/r/datasets/,CO2.csv,co2,co2.csv,http://dustintran.com/data/r-doc/datasets/rst/CO2.rst
4,datasets,Formaldehyde,Determination of Formaldehyde,6,2,http://dustintran.com/data/r/datasets/,Formaldehyde.csv,formaldehyde,formaldehyde.csv,http://dustintran.com/data/r-doc/datasets/rst/Formaldehyde.rst
5,datasets,HairEyeColor,Hair and Eye Color of Statistics Students,32,4,http://dustintran.com/data/r/datasets/,HairEyeColor.csv,hair_eye_color,hair_eye_color.csv,http://dustintran.com/data/r-doc/datasets/rst/HairEyeColor.rst
6,datasets,InsectSprays,Effectiveness of Insect Sprays,72,2,http://dustintran.com/data/r/datasets/,InsectSprays.csv,insect_sprays,insect_sprays.csv,http://dustintran.com/data/r-doc/datasets/rst/InsectSprays.rst
7,datasets,JohnsonJohnson,Quarterly Earnings per Johnson & Johnson Share,84,2,http://dustintran.com/data/r/datasets/,JohnsonJohnson.csv,johnson_johnson,johnson_johnson.csv,http://dustintran.com/data/r-doc/datasets/rst/JohnsonJohnson.rst
8,datasets,LakeHuron,Level of Lake Huron 1875-1972,98,2,http://dustintran.com/data/r/datasets/,LakeHuron.csv,lake_huron,lake_huron.csv,http://dustintran.com/data/r-doc/datasets/rst/LakeHuron.rst
9,datasets,LifeCycleSavings,Intercountry Life-Cycle Savings Data,50,5,http://dustintran.com/data/r/datasets/,LifeCycleSavings.csv,life_cycle_savings,life_cycle_savings.csv,http://dustintran.com/data/r-doc/datasets/rst/LifeCycleSavings.rst
10,datasets,Nile,Flow of the River Nile,100,2,http://dustintran.com/data/r/datasets/,Nile.csv,nile,nile.csv,http://dustintran.com/data/r-doc/datasets/rst/Nile.rst
11,datasets,OrchardSprays,Potency of Orchard Sprays,64,4,http://dustintran.com/data/r/datasets/,OrchardSprays.csv,orchard_sprays,orchard_sprays.csv,http://dustintran.com/data/r-doc/datasets/rst/OrchardSprays.rst
12,datasets,PlantGrowth,Results from an Experiment on Plant Growth,30,2,http://dustintran.com/data/r/datasets/,PlantGrowth.csv,plant_growth,plant_growth.csv,http://dustintran.com/data/r-doc/datasets/rst/PlantGrowth.rst
13,datasets,Puromycin,Reaction Velocity of an Enzymatic Reaction,23,3,http://dustintran.com/data/r/datasets/,Puromycin.csv,puromycin,puromycin.csv,http://dustintran.com/data/r-doc/datasets/rst/Puromycin.rst
14,datasets,Titanic,Survival of passengers on the Titanic,1313,6,http://dustintran.com/data/r/datasets/,Titanic.csv,titanic,titanic.csv,http://dustintran.com/data/r-doc/datasets/rst/Titanic.rst
15,datasets,ToothGrowth,The Effect of Vitamin C on Tooth Growth in Guinea Pigs,60,3,http://dustintran.com/data/r/datasets/,ToothGrowth.csv,tooth_growth,tooth_growth.csv,http://dustintran.com/data/r-doc/datasets/rst/ToothGrowth.rst
16,datasets,UCBAdmissions,Student Admissions at UC Berkeley,24,4,http://dustintran.com/data/r/datasets/,UCBAdmissions.csv,ucb_admissions,ucb_admissions.csv,http://dustintran.com/data/r-doc/datasets/rst/UCBAdmissions.rst
17,datasets,UKDriverDeaths,Road Casualties in Great Britain 1969-84,192,2,http://dustintran.com/data/r/datasets/,UKDriverDeaths.csv,uk_driver_deaths,uk_driver_deaths.csv,http://dustintran.com/data/r-doc/datasets/rst/UKDriverDeaths.rst
18,datasets,UKgas,UK Quarterly Gas Consumption,108,2,http://dustintran.com/data/r/datasets/,UKgas.csv,uk_gas,uk_gas.csv,http://dustintran.com/data/r-doc/datasets/rst/UKgas.rst
19,datasets,USAccDeaths,Accidental Deaths in the US 1973-1978,72,2,http://dustintran.com/data/r/datasets/,USAccDeaths.csv,us_acc_deaths,us_acc_deaths.csv,http://dustintran.com/data/r-doc/datasets/rst/USAccDeaths.rst
20,datasets,USArrests,Violent Crime Rates by US State,50,4,http://dustintran.com/data/r/datasets/,USArrests.csv,us_arrests,us_arrests.csv,http://dustintran.com/data/r-doc/datasets/rst/USArrests.rst
21,datasets,USJudgeRatings,Lawyers' Ratings of State Judges in the US Superior Court,43,12,http://dustintran.com/data/r/datasets/,USJudgeRatings.csv,us_judge_ratings,us_judge_ratings.csv,http://dustintran.com/data/r-doc/datasets/rst/USJudgeRatings.rst
22,datasets,USPersonalExpenditure,Personal Expenditure Data,5,5,http://dustintran.com/data/r/datasets/,USPersonalExpenditure.csv,us_personal_expend,us_personal_expend.csv,http://dustintran.com/data/r-doc/datasets/rst/USPersonalExpenditure.rst
23,datasets,VADeaths,Death Rates in Virginia (1940),5,4,http://dustintran.com/data/r/datasets/,VADeaths.csv,va_deaths,va_deaths.csv,http://dustintran.com/data/r-doc/datasets/rst/VADeaths.rst
24,datasets,WWWusage,Internet Usage per Minute,100,2,http://dustintran.com/data/r/datasets/,WWWusage.csv,www_usage,www_usage.csv,http://dustintran.com/data/r-doc/datasets/rst/WWWusage.rst
25,datasets,WorldPhones,The World's Telephones,7,7,http://dustintran.com/data/r/datasets/,WorldPhones.csv,world_phones,world_phones.csv,http://dustintran.com/data/r-doc/datasets/rst/WorldPhones.rst
26,datasets,airmiles,"Passenger Miles on Commercial US Airlines, 1937-1960",24,2,http://dustintran.com/data/r/datasets/,airmiles.csv,airmiles,airmiles.csv,http://dustintran.com/data/r-doc/datasets/rst/airmiles.rst
27,datasets,airquality,New York Air Quality Measurements,153,6,http://dustintran.com/data/r/datasets/,airquality.csv,airquality,airquality.csv,http://dustintran.com/data/r-doc/datasets/rst/airquality.rst
28,datasets,anscombe,Anscombe's Quartet of 'Identical' Simple Linear Regressions,11,8,http://dustintran.com/data/r/datasets/,anscombe.csv,anscombe,anscombe.csv,http://dustintran.com/data/r-doc/datasets/rst/anscombe.rst
29,datasets,attenu,The Joyner-Boore Attenuation Data,182,5,http://dustintran.com/data/r/datasets/,attenu.csv,attenu,attenu.csv,http://dustintran.com/data/r-doc/datasets/rst/attenu.rst
30,datasets,attitude,The Chatterjee-Price Attitude Data,30,7,http://dustintran.com/data/r/datasets/,attitude.csv,attitude,attitude.csv,http://dustintran.com/data/r-doc/datasets/rst/attitude.rst
31,datasets,austres,Quarterly Time Series of the Number of Australian Residents,89,2,http://dustintran.com/data/r/datasets/,austres.csv,austres,austres.csv,http://dustintran.com/data/r-doc/datasets/rst/austres.rst
32,datasets,cars,Speed and Stopping Distances of Cars,50,2,http://dustintran.com/data/r/datasets/,cars.csv,cars,cars.csv,http://dustintran.com/data/r-doc/datasets/rst/cars.rst
33,datasets,chickwts,Chicken Weights by Feed Type,71,2,http://dustintran.com/data/r/datasets/,chickwts.csv,chickwts,chickwts.csv,http://dustintran.com/data/r-doc/datasets/rst/chickwts.rst
34,datasets,co2,Mauna Loa Atmospheric CO2 Concentration,468,2,http://dustintran.com/data/r/datasets/,co2.csv,co2_1,co2_1.csv,http://dustintran.com/data/r-doc/datasets/rst/co2.rst
35,datasets,crimtab,Student's 3000 Criminals Data,42,22,http://dustintran.com/data/r/datasets/,crimtab.csv,crimtab,crimtab.csv,http://dustintran.com/data/r-doc/datasets/rst/crimtab.rst
36,datasets,discoveries,Yearly Numbers of Important Discoveries,100,2,http://dustintran.com/data/r/datasets/,discoveries.csv,discoveries,discoveries.csv,http://dustintran.com/data/r-doc/datasets/rst/discoveries.rst
37,datasets,esoph,"Smoking, Alcohol and (O)esophageal Cancer",88,5,http://dustintran.com/data/r/datasets/,esoph.csv,esoph,esoph.csv,http://dustintran.com/data/r-doc/datasets/rst/esoph.rst
38,datasets,euro,Conversion Rates of Euro Currencies,11,1,http://dustintran.com/data/r/datasets/,euro.csv,euro,euro.csv,http://dustintran.com/data/r-doc/datasets/rst/euro.rst
39,datasets,faithful,Old Faithful Geyser Data,272,2,http://dustintran.com/data/r/datasets/,faithful.csv,faithful,faithful.csv,http://dustintran.com/data/r-doc/datasets/rst/faithful.rst
40,datasets,freeny,Freeny's Revenue Data,39,5,http://dustintran.com/data/r/datasets/,freeny.csv,freeny,freeny.csv,http://dustintran.com/data/r-doc/datasets/rst/freeny.rst
41,datasets,infert,Infertility after Spontaneous and Induced Abortion,248,8,http://dustintran.com/data/r/datasets/,infert.csv,infert,infert.csv,http://dustintran.com/data/r-doc/datasets/rst/infert.rst
42,datasets,iris,Edgar Anderson's Iris Data,150,5,http://dustintran.com/data/r/datasets/,iris.csv,iris,iris.csv,http://dustintran.com/data/r-doc/datasets/rst/iris.rst
43,datasets,islands,Areas of the World's Major Landmasses,48,1,http://dustintran.com/data/r/datasets/,islands.csv,islands,islands.csv,http://dustintran.com/data/r-doc/datasets/rst/islands.rst
44,datasets,lh,Luteinizing Hormone in Blood Samples,48,2,http://dustintran.com/data/r/datasets/,lh.csv,lh,lh.csv,http://dustintran.com/data/r-doc/datasets/rst/lh.rst
45,datasets,longley,Longley's Economic Regression Data,16,7,http://dustintran.com/data/r/datasets/,longley.csv,longley,longley.csv,http://dustintran.com/data/r-doc/datasets/rst/longley.rst
46,datasets,lynx,Annual Canadian Lynx trappings 1821-1934,114,2,http://dustintran.com/data/r/datasets/,lynx.csv,lynx,lynx.csv,http://dustintran.com/data/r-doc/datasets/rst/lynx.rst
47,datasets,morley,Michelson Speed of Light Data,100,3,http://dustintran.com/data/r/datasets/,morley.csv,morley,morley.csv,http://dustintran.com/data/r-doc/datasets/rst/morley.rst
48,datasets,mtcars,Motor Trend Car Road Tests,32,11,http://dustintran.com/data/r/datasets/,mtcars.csv,mtcars,mtcars.csv,http://dustintran.com/data/r-doc/datasets/rst/mtcars.rst
49,datasets,nhtemp,Average Yearly Temperatures in New Haven,60,2,http://dustintran.com/data/r/datasets/,nhtemp.csv,nhtemp,nhtemp.csv,http://dustintran.com/data/r-doc/datasets/rst/nhtemp.rst
50,datasets,nottem,"Average Monthly Temperatures at Nottingham, 1920-1939",240,2,http://dustintran.com/data/r/datasets/,nottem.csv,nottem,nottem.csv,http://dustintran.com/data/r-doc/datasets/rst/nottem.rst
51,datasets,npk,"Classical N, P, K Factorial Experiment",24,5,http://dustintran.com/data/r/datasets/,npk.csv,npk,npk.csv,http://dustintran.com/data/r-doc/datasets/rst/npk.rst
52,datasets,occupationalStatus,Occupational Status of Fathers and their Sons,8,8,http://dustintran.com/data/r/datasets/,occupationalStatus.csv,occupational_status,occupational_status.csv,http://dustintran.com/data/r-doc/datasets/rst/occupationalStatus.rst
53,datasets,precip,Annual Precipitation in US Cities,70,1,http://dustintran.com/data/r/datasets/,precip.csv,precip,precip.csv,http://dustintran.com/data/r-doc/datasets/rst/precip.rst
54,datasets,presidents,Quarterly Approval Ratings of US Presidents,120,2,http://dustintran.com/data/r/datasets/,presidents.csv,presidents,presidents.csv,http://dustintran.com/data/r-doc/datasets/rst/presidents.rst
55,datasets,pressure,Vapor Pressure of Mercury as a Function of Temperature,19,2,http://dustintran.com/data/r/datasets/,pressure.csv,pressure,pressure.csv,http://dustintran.com/data/r-doc/datasets/rst/pressure.rst
56,datasets,quakes,Locations of Earthquakes off Fiji,1000,5,http://dustintran.com/data/r/datasets/,quakes.csv,quakes,quakes.csv,http://dustintran.com/data/r-doc/datasets/rst/quakes.rst
57,datasets,randu,Random Numbers from Congruential Generator RANDU,400,3,http://dustintran.com/data/r/datasets/,randu.csv,randu,randu.csv,http://dustintran.com/data/r-doc/datasets/rst/randu.rst
58,datasets,rivers,Lengths of Major North American Rivers,141,1,http://dustintran.com/data/r/datasets/,rivers.csv,rivers,rivers.csv,http://dustintran.com/data/r-doc/datasets/rst/rivers.rst
59,datasets,rock,Measurements on Petroleum Rock Samples,48,4,http://dustintran.com/data/r/datasets/,rock.csv,rock,rock.csv,http://dustintran.com/data/r-doc/datasets/rst/rock.rst
60,datasets,sleep,Student's Sleep Data,20,3,http://dustintran.com/data/r/datasets/,sleep.csv,sleep,sleep.csv,http://dustintran.com/data/r-doc/datasets/rst/sleep.rst
61,datasets,stackloss,Brownlee's Stack Loss Plant Data,21,4,http://dustintran.com/data/r/datasets/,stackloss.csv,stackloss,stackloss.csv,http://dustintran.com/data/r-doc/datasets/rst/stackloss.rst
62,datasets,sunspot.month,"Monthly Sunspot Data, from 1749 to ""Present""",3177,2,http://dustintran.com/data/r/datasets/,sunspot.month.csv,sunspot_month,sunspot_month.csv,http://dustintran.com/data/r-doc/datasets/rst/sunspot.month.rst
63,datasets,sunspot.year,"Yearly Sunspot Data, 1700-1988",289,2,http://dustintran.com/data/r/datasets/,sunspot.year.csv,sunspot_year,sunspot_year.csv,http://dustintran.com/data/r-doc/datasets/rst/sunspot.year.rst
64,datasets,sunspots,"Monthly Sunspot Numbers, 1749-1983",2820,2,http://dustintran.com/data/r/datasets/,sunspots.csv,sunspots,sunspots.csv,http://dustintran.com/data/r-doc/datasets/rst/sunspots.rst
65,datasets,swiss,Swiss Fertility and Socioeconomic Indicators (1888) Data,47,6,http://dustintran.com/data/r/datasets/,swiss.csv,swiss,swiss.csv,http://dustintran.com/data/r-doc/datasets/rst/swiss.rst
66,datasets,treering,"Yearly Treering Data, -6000-1979",7980,2,http://dustintran.com/data/r/datasets/,treering.csv,treering,treering.csv,http://dustintran.com/data/r-doc/datasets/rst/treering.rst
67,datasets,trees,"Girth, Height and Volume for Black Cherry Trees",31,3,http://dustintran.com/data/r/datasets/,trees.csv,trees,trees.csv,http://dustintran.com/data/r-doc/datasets/rst/trees.rst
68,datasets,uspop,Populations Recorded by the US Census,19,2,http://dustintran.com/data/r/datasets/,uspop.csv,uspop,uspop.csv,http://dustintran.com/data/r-doc/datasets/rst/uspop.rst
69,datasets,volcano,Topographic Information on Auckland's Maunga Whau Volcano,87,61,http://dustintran.com/data/r/datasets/,volcano.csv,volcano,volcano.csv,http://dustintran.com/data/r-doc/datasets/rst/volcano.rst
70,datasets,warpbreaks,The Number of Breaks in Yarn during Weaving,54,3,http://dustintran.com/data/r/datasets/,warpbreaks.csv,warpbreaks,warpbreaks.csv,http://dustintran.com/data/r-doc/datasets/rst/warpbreaks.rst
71,datasets,women,Average Heights and Weights for American Women,15,2,http://dustintran.com/data/r/datasets/,women.csv,women,women.csv,http://dustintran.com/data/r-doc/datasets/rst/women.rst
72,boot,acme,Monthly Excess Returns,60,3,http://dustintran.com/data/r/boot/,acme.csv,acme,acme.csv,http://dustintran.com/data/r-doc/boot/rst/acme.rst
73,boot,aids,Delay in AIDS Reporting in England and Wales,295,3,http://dustintran.com/data/r/boot/,aids.csv,aids,aids.csv,http://dustintran.com/data/r-doc/boot/rst/aids.rst
74,boot,aircondit,Failures of Air-conditioning Equipment,12,1,http://dustintran.com/data/r/boot/,aircondit.csv,aircondit,aircondit.csv,http://dustintran.com/data/r-doc/boot/rst/aircondit.rst
75,boot,aircondit7,Failures of Air-conditioning Equipment,24,1,http://dustintran.com/data/r/boot/,aircondit7.csv,aircondit7,aircondit7.csv,http://dustintran.com/data/r-doc/boot/rst/aircondit7.rst
76,boot,amis,Car Speeding and Warning Signs,8437,4,http://dustintran.com/data/r/boot/,amis.csv,amis,amis.csv,http://dustintran.com/data/r-doc/boot/rst/amis.rst
77,boot,aml,Remission Times for Acute Myelogenous Leukaemia,23,3,http://dustintran.com/data/r/boot/,aml.csv,aml,aml.csv,http://dustintran.com/data/r-doc/boot/rst/aml.rst
78,boot,bigcity,Population of U.S. Cities,49,2,http://dustintran.com/data/r/boot/,bigcity.csv,bigcity,bigcity.csv,http://dustintran.com/data/r-doc/boot/rst/bigcity.rst
79,boot,brambles,Spatial Location of Bramble Canes,823,3,http://dustintran.com/data/r/boot/,brambles.csv,brambles,brambles.csv,http://dustintran.com/data/r-doc/boot/rst/brambles.rst
80,boot,breslow,Smoking Deaths Among Doctors,10,5,http://dustintran.com/data/r/boot/,breslow.csv,breslow,breslow.csv,http://dustintran.com/data/r-doc/boot/rst/breslow.rst
81,boot,calcium,Calcium Uptake Data,27,2,http://dustintran.com/data/r/boot/,calcium.csv,calcium,calcium.csv,http://dustintran.com/data/r-doc/boot/rst/calcium.rst
82,boot,cane,Sugar-cane Disease Data,180,5,http://dustintran.com/data/r/boot/,cane.csv,cane,cane.csv,http://dustintran.com/data/r-doc/boot/rst/cane.rst
83,boot,capability,Simulated Manufacturing Process Data,75,1,http://dustintran.com/data/r/boot/,capability.csv,capability,capability.csv,http://dustintran.com/data/r-doc/boot/rst/capability.rst
84,boot,catsM,Weight Data for Domestic Cats,97,3,http://dustintran.com/data/r/boot/,catsM.csv,cats_m,cats_m.csv,http://dustintran.com/data/r-doc/boot/rst/catsM.rst
85,boot,cav,Position of Muscle Caveolae,138,2,http://dustintran.com/data/r/boot/,cav.csv,cav,cav.csv,http://dustintran.com/data/r-doc/boot/rst/cav.rst
86,boot,cd4,CD4 Counts for HIV-Positive Patients,20,2,http://dustintran.com/data/r/boot/,cd4.csv,cd4,cd4.csv,http://dustintran.com/data/r-doc/boot/rst/cd4.rst
87,boot,channing,Channing House Data,462,6,http://dustintran.com/data/r/boot/,channing.csv,channing,channing.csv,http://dustintran.com/data/r-doc/boot/rst/channing.rst
88,boot,city,Population of U.S. Cities,10,2,http://dustintran.com/data/r/boot/,city.csv,city,city.csv,http://dustintran.com/data/r-doc/boot/rst/city.rst
89,boot,claridge,Genetic Links to Left-handedness,37,2,http://dustintran.com/data/r/boot/,claridge.csv,claridge,claridge.csv,http://dustintran.com/data/r-doc/boot/rst/claridge.rst
90,boot,cloth,Number of Flaws in Cloth,32,2,http://dustintran.com/data/r/boot/,cloth.csv,cloth,cloth.csv,http://dustintran.com/data/r-doc/boot/rst/cloth.rst
91,boot,co.transfer,Carbon Monoxide Transfer,7,2,http://dustintran.com/data/r/boot/,co.transfer.csv,co_transfer,co_transfer.csv,http://dustintran.com/data/r-doc/boot/rst/co.transfer.rst
92,boot,coal,Dates of Coal Mining Disasters,191,1,http://dustintran.com/data/r/boot/,coal.csv,coal,coal.csv,http://dustintran.com/data/r-doc/boot/rst/coal.rst
93,boot,darwin,Darwin's Plant Height Differences,15,1,http://dustintran.com/data/r/boot/,darwin.csv,darwin,darwin.csv,http://dustintran.com/data/r-doc/boot/rst/darwin.rst
94,boot,dogs,Cardiac Data for Domestic Dogs,7,2,http://dustintran.com/data/r/boot/,dogs.csv,dogs,dogs.csv,http://dustintran.com/data/r-doc/boot/rst/dogs.rst
95,boot,downs.bc,Incidence of Down's Syndrome in British Columbia,30,3,http://dustintran.com/data/r/boot/,downs.bc.csv,downs_bc,downs_bc.csv,http://dustintran.com/data/r-doc/boot/rst/downs.bc.rst
96,boot,ducks,Behavioral and Plumage Characteristics of Hybrid Ducks,11,2,http://dustintran.com/data/r/boot/,ducks.csv,ducks,ducks.csv,http://dustintran.com/data/r-doc/boot/rst/ducks.rst
97,boot,fir,Counts of Balsam-fir Seedlings,50,3,http://dustintran.com/data/r/boot/,fir.csv,fir,fir.csv,http://dustintran.com/data/r-doc/boot/rst/fir.rst
98,boot,frets,Head Dimensions in Brothers,25,4,http://dustintran.com/data/r/boot/,frets.csv,frets,frets.csv,http://dustintran.com/data/r-doc/boot/rst/frets.rst
99,boot,grav,Acceleration Due to Gravity,26,2,http://dustintran.com/data/r/boot/,grav.csv,grav,grav.csv,http://dustintran.com/data/r-doc/boot/rst/grav.rst
100,boot,gravity,Acceleration Due to Gravity,81,2,http://dustintran.com/data/r/boot/,gravity.csv,gravity,gravity.csv,http://dustintran.com/data/r-doc/boot/rst/gravity.rst
101,boot,hirose,Failure Time of PET Film,44,3,http://dustintran.com/data/r/boot/,hirose.csv,hirose,hirose.csv,http://dustintran.com/data/r-doc/boot/rst/hirose.rst
102,boot,islay,Jura Quartzite Azimuths on Islay,18,1,http://dustintran.com/data/r/boot/,islay.csv,islay,islay.csv,http://dustintran.com/data/r-doc/boot/rst/islay.rst
103,boot,manaus,Average Heights of the Rio Negro river at Manaus,1080,2,http://dustintran.com/data/r/boot/,manaus.csv,manaus,manaus.csv,http://dustintran.com/data/r-doc/boot/rst/manaus.rst
104,boot,melanoma,Survival from Malignant Melanoma,37,2,http://dustintran.com/data/r/boot/,melanoma.csv,melanoma,melanoma.csv,http://dustintran.com/data/r-doc/boot/rst/melanoma.rst
105,boot,motor,Data from a Simulated Motorcycle Accident,94,4,http://dustintran.com/data/r/boot/,motor.csv,motor,motor.csv,http://dustintran.com/data/r-doc/boot/rst/motor.rst
106,boot,neuro,Neurophysiological Point Process Data,469,6,http://dustintran.com/data/r/boot/,neuro.csv,neuro,neuro.csv,http://dustintran.com/data/r-doc/boot/rst/neuro.rst
107,boot,nitrofen,Toxicity of Nitrofen in Aquatic Systems,50,5,http://dustintran.com/data/r/boot/,nitrofen.csv,nitrofen,nitrofen.csv,http://dustintran.com/data/r-doc/boot/rst/nitrofen.rst
108,boot,nodal,Nodal Involvement in Prostate Cancer,53,7,http://dustintran.com/data/r/boot/,nodal.csv,nodal,nodal.csv,http://dustintran.com/data/r-doc/boot/rst/nodal.rst
109,boot,nuclear,Nuclear Power Station Construction Data,32,11,http://dustintran.com/data/r/boot/,nuclear.csv,nuclear,nuclear.csv,http://dustintran.com/data/r-doc/boot/rst/nuclear.rst
110,boot,paulsen,Neurotransmission in Guinea Pig Brains,346,1,http://dustintran.com/data/r/boot/,paulsen.csv,paulsen,paulsen.csv,http://dustintran.com/data/r-doc/boot/rst/paulsen.rst
111,boot,poisons,Animal Survival Times,48,3,http://dustintran.com/data/r/boot/,poisons.csv,poisons,poisons.csv,http://dustintran.com/data/r-doc/boot/rst/poisons.rst
112,boot,polar,Pole Positions of New Caledonian Laterites,50,2,http://dustintran.com/data/r/boot/,polar.csv,polar,polar.csv,http://dustintran.com/data/r-doc/boot/rst/polar.rst
113,boot,remission,Cancer Remission and Cell Activity,27,3,http://dustintran.com/data/r/boot/,remission.csv,remission,remission.csv,http://dustintran.com/data/r-doc/boot/rst/remission.rst
114,boot,salinity,Water Salinity and River Discharge,28,4,http://dustintran.com/data/r/boot/,salinity.csv,salinity,salinity.csv,http://dustintran.com/data/r-doc/boot/rst/salinity.rst
115,boot,survival,Survival of Rats after Radiation Doses,14,2,http://dustintran.com/data/r/boot/,survival.csv,survival,survival.csv,http://dustintran.com/data/r-doc/boot/rst/survival.rst
116,boot,tau,Tau Particle Decay Modes,60,2,http://dustintran.com/data/r/boot/,tau.csv,tau,tau.csv,http://dustintran.com/data/r-doc/boot/rst/tau.rst
117,boot,tuna,Tuna Sighting Data,64,1,http://dustintran.com/data/r/boot/,tuna.csv,tuna,tuna.csv,http://dustintran.com/data/r-doc/boot/rst/tuna.rst
118,boot,urine,Urine Analysis Data,79,7,http://dustintran.com/data/r/boot/,urine.csv,urine,urine.csv,http://dustintran.com/data/r-doc/boot/rst/urine.rst
119,boot,wool,Australian Relative Wool Prices,309,2,http://dustintran.com/data/r/boot/,wool.csv,wool,wool.csv,http://dustintran.com/data/r-doc/boot/rst/wool.rst
120,DAAG,ACF1,Aberrant Crypt Foci in Rat Colons,22,2,http://dustintran.com/data/r/DAAG/,ACF1.csv,acf1,acf1.csv,http://dustintran.com/data/r-doc/DAAG/rst/ACF1.rst
121,DAAG,Cars93.summary,A Summary of the Cars93 Data set,6,4,http://dustintran.com/data/r/DAAG/,Cars93.summary.csv,cars93_summary,cars93_summary.csv,http://dustintran.com/data/r-doc/DAAG/rst/Cars93.summary.rst
122,DAAG,Lottario,Ontario Lottery Data,39,2,http://dustintran.com/data/r/DAAG/,Lottario.csv,lottario,lottario.csv,http://dustintran.com/data/r-doc/DAAG/rst/Lottario.rst
123,DAAG,Manitoba.lakes,The Nine Largest Lakes in Manitoba,9,2,http://dustintran.com/data/r/DAAG/,Manitoba.lakes.csv,manitoba_lakes,manitoba_lakes.csv,http://dustintran.com/data/r-doc/DAAG/rst/Manitoba.lakes.rst
124,DAAG,SP500W90,Closing Numbers for S and P 500 Index - First 100 Days of 1990,100,2,http://dustintran.com/data/r/DAAG/,SP500W90.csv,sp500_w90,sp500_w90.csv,http://dustintran.com/data/r-doc/DAAG/rst/SP500W90.rst
125,DAAG,SP500close,Closing Numbers for S and P 500 Index,2780,1,http://dustintran.com/data/r/DAAG/,SP500close.csv,sp500_close,sp500_close.csv,http://dustintran.com/data/r-doc/DAAG/rst/SP500close.rst
126,DAAG,ais,Australian athletes data set,202,13,http://dustintran.com/data/r/DAAG/,ais.csv,ais,ais.csv,http://dustintran.com/data/r-doc/DAAG/rst/ais.rst
127,DAAG,allbacks,Measurements on a Selection of Books,15,4,http://dustintran.com/data/r/DAAG/,allbacks.csv,allbacks,allbacks.csv,http://dustintran.com/data/r-doc/DAAG/rst/allbacks.rst
128,DAAG,anesthetic,Anesthetic Effectiveness,30,4,http://dustintran.com/data/r/DAAG/,anesthetic.csv,anesthetic,anesthetic.csv,http://dustintran.com/data/r-doc/DAAG/rst/anesthetic.rst
129,DAAG,ant111b,"Averages by block of corn yields, for treatment 111 only",32,9,http://dustintran.com/data/r/DAAG/,ant111b.csv,ant111b,ant111b.csv,http://dustintran.com/data/r-doc/DAAG/rst/ant111b.rst
130,DAAG,antigua,Averages by block of yields for the Antigua Corn data,288,7,http://dustintran.com/data/r/DAAG/,antigua.csv,antigua,antigua.csv,http://dustintran.com/data/r-doc/DAAG/rst/antigua.rst
131,DAAG,appletaste,Tasting experiment that compared four apple varieties,60,3,http://dustintran.com/data/r/DAAG/,appletaste.csv,appletaste,appletaste.csv,http://dustintran.com/data/r-doc/DAAG/rst/appletaste.rst
132,DAAG,aulatlong,Latitudes and longitudes for ten Australian cities,10,2,http://dustintran.com/data/r/DAAG/,aulatlong.csv,aulatlong,aulatlong.csv,http://dustintran.com/data/r-doc/DAAG/rst/aulatlong.rst
133,DAAG,austpop,Population figures for Australian States and Territories,9,10,http://dustintran.com/data/r/DAAG/,austpop.csv,austpop,austpop.csv,http://dustintran.com/data/r-doc/DAAG/rst/austpop.rst
134,DAAG,biomass,Biomass Data,153,8,http://dustintran.com/data/r/DAAG/,biomass.csv,biomass,biomass.csv,http://dustintran.com/data/r-doc/DAAG/rst/biomass.rst
135,DAAG,bomregions,"Australian and Related Historical Annual Climate Data, by region",109,22,http://dustintran.com/data/r/DAAG/,bomregions.csv,bomregions,bomregions.csv,http://dustintran.com/data/r-doc/DAAG/rst/bomregions.rst
136,DAAG,bomregions2011,"Australian and Related Historical Annual Climate Data, by region",112,22,http://dustintran.com/data/r/DAAG/,bomregions2011.csv,bomregions2011,bomregions2011.csv,http://dustintran.com/data/r-doc/DAAG/rst/bomregions2011.rst
137,DAAG,bomregions2012,"Australian and Related Historical Annual Climate Data, by region",113,22,http://dustintran.com/data/r/DAAG/,bomregions2012.csv,bomregions2012,bomregions2012.csv,http://dustintran.com/data/r-doc/DAAG/rst/bomregions2012.rst
138,DAAG,bomsoi,Southern Oscillation Index Data,106,21,http://dustintran.com/data/r/DAAG/,bomsoi.csv,bomsoi,bomsoi.csv,http://dustintran.com/data/r-doc/DAAG/rst/bomsoi.rst
139,DAAG,bomsoi2001,Southern Oscillation Index Data,102,15,http://dustintran.com/data/r/DAAG/,bomsoi2001.csv,bomsoi2001,bomsoi2001.csv,http://dustintran.com/data/r-doc/DAAG/rst/bomsoi2001.rst
